"tweet_id","sentiment","author","content"
1965421391,"neutral","teenage_winter","@Dogfaeries yes please"
1961436638,"surprise","saralee_twitt3r","slept for almost 11 hours straight and still tired ! better not be getting sick"
1695108579,"fun","TeamSmileandNod","@coleb2 yeah, getting shows can be an interesting process.  the key is following up... at least that's what i've learned so far"
1752124091,"relief","minhteeeefresh","I've mastered the Spongebob"
1751716758,"sadness","javasmommie","76 long and painful miles today.  knees ache.  approaching 50 years is rough. not accepting it well.  3 glasses of draft helped."
1962222681,"worry","candydogs","is very worried about sam  and wants to know he okay!"
1961417007,"hate","Wolfgang_","My TweetDeck is languishing in API Hell. Again."
1693976005,"happiness","MelisaMCRmy","@zhayrar lol well thank you"
1961152815,"sadness","KimberlyMorrow","Everything is annoying me today"
1753836200,"neutral","MIMI_loves_YOU","@popstop yeahhhh!"
1694605648,"surprise","aaronnw","About to take a shower. Then see how annas doing"
1752796400,"worry","Christal_Dawn","It's 2am and I still haven't gone to sleep yet! Up early to hit the beach and then shopping! Yays!!!"
1751467756,"love","jclayville","@deanlusk I love catching people singing in their cars. Even better if they're dancing"
1964229170,"love","handfulskittles","is so glad the weekend is here. Only one more week left of school with my kids."
1964956712,"sadness","AmiiMetalFace","Awww kanye west, its such a shame he doesnt get the joke"
1695884219,"love","screamin_deal","@MetroplexBaby: thx for the follow!"
1694494190,"neutral","KylieOwen","@masterballerina yeah, I have revision to do, but gonna go starbucks instead"
1960952273,"worry","graccee","I wanna leave after 2nd period *cryy*"
1694311409,"neutral","sabihkhan","@muscati nope difference of 5 OMR for C class, anyone notice the flight number for WY's flight for LHR? WY-911"
1753196459,"neutral","b2therooke","sleepy time! and, my room is finally clean."
1695475219,"happiness","ahuvasegal","@HilzFuld haha this tripped me up once when I was talking to Harvard - I read it as an aussie automatically - came off as an idiot"
1694054592,"happiness","whyinthehell","okay, really going now...STOP MAKING ME LAUGH LIKE THAT!!"
1957088179,"happiness","Halo3Junkie","@mrssunshine96 big now!!! Vanessa is going to be 3 in September, its going by so fast!  its hard cuz Im workin so much, I miss out on alot"
1751713626,"fun","lostinfiction3","Writing and researching. Tired of being foolish, so I'm educating myself &amp; moving forward. Gonna marry a white boy they do you right!!!"
1965951283,"worry","ZAmmi","@crescentdreams everything.  *weeps*"
1965079552,"sadness","SavannahMaeCox","is about to go to gymnastics! my last day with this class!"
1695281444,"happiness","joey_is_joann","@Paula_Deen   looks like a delicious recipe, will try that tonite"
1750997810,"neutral","Thatcher","@jordangerous Oh, I don't really have much of an opinion on her either way. It's just a night to rip everything."
1753006429,"happiness","v_e_e_n","@Spandexx hahahaha wtf dianne????? who twitters that lol...i guess it depends who the person is....."
1966053409,"hate","SawyerRe","@FallenStar1 Get out."
1963427051,"worry","TheKomodoDragon","I seriously need to find out why my laptop sometimes gets so hot. BBL after errands &amp; pricing &quot;comp fixes&quot;. Not many places left 4 that."
1961516304,"worry","thesamone","fact is i am a bad cook, those ships weren't cooked, and neither is this chicken"
1957509927,"boredom","CerysLoach","just woke up day off and need to go in to work that sucks. Also have to go dentist for filling at 12 then st helens for mri scan at 2"
1695441161,"neutral","allysont","@elizabethlai Just study according to the notes that you had to copy and you'll be fine."
1694399712,"love","AliciaRubyDavis","@taylorswift13 heyahh i thought u wern't cumin to london till the 5th ? i love you taylorr ..xx"
1694400179,"happiness","murphygoodetv","Doing some test shooting later this afternoon.  Did I mention being in Holland for an indie wine festival this week? My tongue is red."
1694587642,"worry","Kelly_00","@EmmaJaney ohh, yeah well. im sick today so i win"
1965570047,"sadness","joeq1159","@jennabeaniscool won't need my hugs anymore"
1753235900,"enthusiasm","DazzleMeVivi","@RisaRM I tried replying to your mono lake tweet but dunno what happened. Just said I know that lake very well."
1961462700,"love","thebrenda","@claudiatan yes! fb, ah i miss you"
1957034289,"hate","kimba1bl","think i may have broke a toe at the bar tonight......thanks drunk girl for steppin all over me!!!!!"
1751645614,"relief","ivywrong","Made breakfast for bf; went to sears to pass my drivers test! stayed with minh for a lil, sauna&amp;spa with aunt, uncle &amp; mom; FINALLY HOME"
1695249606,"happiness","MsKnitSox","@dannywood lol good morning!  Ran 4 milles &amp; hit the gym?  Have a great day!!!"
1751213986,"happiness","shudson24","@angusmaclean yeah I've been there, my son is two so we go to only the kid friendly places now;) congrats on the baby!"
1966336040,"worry","EmilieClarke","Awwww poor biggie...he puked on me in the car. Even though I had the air conditioning on FULL blast...I think it was the heat  He' ok now"
1966401983,"worry","YarnThing","Well, looks like it is going to be another night without my snuggle bug  Missing my Big Girl."
1964247634,"worry","DannyMcEvoy","@pixonu its ok mate I stayed in as well  losers aren't we"
1753157467,"neutral","kabutar","@blue_raven oh, I'm skeptical too. I just think it's the best thing he could have said under the circumstances"
1957750991,"worry","Naomi_23","Dentist in less than 2 hours  Arrgghh. I like my teeth the way they are. Except for the toothache, but that's a minor quibble."
1696004476,"neutral","myfasturl","First post on Twitter!  please visit us @ http://www.myfasturl.com"
1752087149,"fun","trishknight","@otoole4info Check out my latest FB post.  (Things I want to happen). I don't think you can miss it."
1957522759,"worry","edwardbueno","@MarieLuna I'm sure it's not what you think. Is this really you? i saw you couple of months back in NAIA,was shy to approach 4 a pic."
1966242880,"happiness","wangsanata","Oops forgot to shave my legs!  Byebye to my favorite cousin   Bklyn two nights in a row... We go hardd!!!!!!!"
1695001906,"empty","ashleno","Who wants me to spoil the ending for them?"
1957647555,"neutral","LaDi_KsTaR","@Ekstatikladii sorry love had no left overs  but come through sat @ mi casa for ton's birthday! we'll have tons of food"
1962394372,"sadness","thoughtspeaks","wants to goto lonovala for frenz wedding....bt....no transport arrngmnts wrkg out"
1965826977,"sadness","goseabrook","I'm sick and sad .... missing out on Martini Lounge tonight"
1695137185,"relief","LeahFace4","It's my birthday today  Running the mile tomorrow ughh. But then choir concert"
1965409809,"worry","maikister","@Linebeck Wrong  Besides, you wouldn't even draw for yourself now so giving yourself the &quot;responsibility&quot; to post there wud be better"
1695961519,"happiness","elderwand","@CourvidLove4Eva  FC is back dear."
1961268054,"sadness","yoelittabongso","I was supported to do things I didn't like,, n when I was about to do what I intrested in,, mom always refused it..."
1753788434,"happiness","onesian","our south style exhibition is on in less than a week  member fresh gallery otara!"
1753094024,"happiness","MsIona","I'm Still Celebrating My Bday Even Though It Was Friday"
1964029414,"sadness","alishakaneza","@TraceeEllisRoss no not at all. I MISS GIRLFRIENDS!!!!  i have all the seasons."
1694906286,"neutral","NoahVolturi","Gotta get ready to leave....Alec and I are going hunting outside of Volterra. This should be fun.  Talk to everyone later."
1693998110,"happiness","EmbryC","@wickedgirl24 glad you like it"
1753466404,"fun","monkiiii","@psstHOY of course.  jdoramas are the best."
1965492081,"sadness","MissLatriece","workin.. still lol i wanted to go to the spring game"
1753759902,"happiness","SAMBABYY","Good morning! Driving to work"
1960194070,"relief","megnm","@ost8doc  Sorry...but, I bet they aren't that bad..."
1752159875,"fun","taryn205","@xVOJOx It's kind of like your birthday is 3-days long!"
1963101194,"sadness","anguaa","@birthdaytwin that's depressing"
1695961782,"neutral","MissTGIF","is going to run a circle...also...ab zum Spooohort."
1753007659,"love","RegineFilange","@adnamay Yeah  The entire time I was all *swoon* b/c of his eyes..... *swoons thinking about it*"
1964729789,"neutral","_JoAniMaL","I miss the Air Canada Centre and Andy Frost..."
1965096827,"sadness","meggs11","@thebigmac cool. my boobs itch. got sunburned at the volcano"
1957701215,"worry","Traacyy","i got a bruise on my foot out if nowhere!  it hurts!"
1694291679,"worry","tsukpo","@ljs777 for the most part, not enough space on one drive to properly defrag, nowhere else to put stuff, but yeah, reassembled"
1753052267,"neutral","arvl17","Adding Comments for my friends  want sum?"
1752442686,"neutral","taylormonet23","Just cleaned mii scrolly ball!"
1753552089,"surprise","terrywfchong85","@kyan_onefm on air celebrating? ur mum is there? Not working la. Starbucks alone. My mum is in hometown. So had a delay till next week"
1962179814,"neutral","taylorlahela","I wanna roc wit'chu . Imy buu"
1753775015,"fun","kennygo","@marthinnayoan Ahahaha... thanks bro. Will do. I might take the day off tomorrow"
1957439470,"love","Lizziedeh","@soscandalous love you ::hugs:but i'm not seeing anything...wondering if i'm doing something wrong)"
1964975761,"neutral","sandy2709","I am sitting here taking a little break and trying to recharge so I can continue housework"
1752383338,"sadness","strangegods","@_peanut_ Thank you. Now we'll just have to see how long it takes me to finish the damn thing."
1957686686,"hate","EAZY_ERON","My record player has decided to die. Why on Friday night? Sad E  http://twitpic.com/667a4"
1752590467,"neutral","duckybutt","@ddlovato Woo! Twitter kind of sucked without you."
1963790335,"sadness","SunshineKidd","Back from LAAANDAN.  Miss it already   check out my new giant purple bow and gold wing necklace. I &lt;3 TD http://tinyurl.com/m5y2mw"
1965595330,"boredom","realreviewing","bored fixed the internet for my dad but now im bored to death"
1966280562,"worry","stormsage","hey there @larkn0298 how are you going? looking forward to weekend, sadly im workin both sat sun"
1957000372,"neutral","cv70","what is it with chocolates? i just can never say no"
1753382115,"sadness","MiDesfileNegro","@mcrmy_lisa ...one online? Yeah, me"
1957207781,"enthusiasm","kinarodriguez","Only one more day of Jay Leno  que sad!"
1965503196,"sadness","ryyye","Im mad cuz i cant get any picture to work."
1694726025,"worry","pacificbro","@x3f  dude they renamed it to something no one will remember &amp; find even harder 2 joke about. Its a myth  to keep u scared"
1961466219,"neutral","rincon4rafa","My baby gets her shuts today"
1752414968,"neutral","valicast","Good Morning"
1752726161,"neutral","omgcolleen","@ moonlightflight - try dloading twitterfox"
1961255487,"worry","JeffTheMidget","@Oblivion I know! I miss her..."
1751250599,"happiness","VanessaM77","Ahhhhh now If You Go Away  by @nkotb is on @retrorewind YAY my other fav song of theirs"
1963573762,"worry","kaemdros","Every pair of jeans I own nowadays is very tight.  I think mah butt gettin big (oh!)"
1694835645,"love","theospencer","hopes everyone is having an amazing bank holiday monday. NO WORK"
1751178179,"sadness","soyviolet","Pappadeux has some yummy strawberry lemonade"
1694238722,"neutral","Liberal72","@unreal_g: I`ve been sneezing and felt like a train-wreck for the last two weeks myself. But it`s not piggystuff.  So we`re good then."
1957747612,"sadness","aphie","Felt like crap, behaved like my son; ate to compensate. Pigged out on home-roasted sugar almonds. Painful tum, threw up, still feel sick."
1751820832,"neutral","blue_raven","@shoot4the5hole Welly's the Pinball Wizard.  #canucks"
1962472269,"worry","Zosie","To make it worse, its my friends party tonight, and I'm stuck here. I haven't seen her for months"
1751212804,"worry","rustygood","@coopertracy   Sorry, we'll try to keep it down."
1694240540,"sadness","lpcustom31","@NCLUSA Sorry to disappoint. Not a big Nascar fan but I'm still an all-around decent redneck other than that."
1966199997,"sadness","princessaline","Just got to the gym but w/no energy"
1962837327,"happiness","Sandgar","You better come here by the time I count to 10 or else. 1, 2, 3,  BAM!!!!!"
1694881263,"neutral","missbeckala","Good morning tweeps! I have a feeling I won't be oversleeping now that Gracie is around.  She pounced on my head and woke me up at 7am."
1963875923,"neutral","dreamkeeper","@pro01, @if__fi: ??????? ?? ?? ?? ??????. ? ?? ???, ???? ?? ??? 100 ????, ?? ?? ?? ?? ?????"
1751922047,"neutral","LateFines","@hismuse I sent you a message."
1753235241,"neutral","nytryk","Happy Mother's Day - Happy Motherï¿½s Day  http://tumblr.com/xnx1qyn0j"
1965417904,"neutral","St3phLuva","I hate funerals."
1753237315,"love","alexrellosa","@paudevera Oh sure  I'M IN LOVE WITH THEM ?"
1751212329,"relief","jsnapp74","7 hours and many massages later, I can now spend time with my wife and son. It's mother's day ya'll. Don't forget to grab a gift or card."
1694769426,"happiness","Chloe_Gendron","GoodMorning. My Father's going balistic, and I'd say more but I'd rather not get beat, so Have a Good Day, and please text me"
1961609478,"worry","ashbymh","@WFUJerseyJon Curses. Bad timing.  We'll make it happen soon, though."
1965826254,"surprise","ScoutieOs","At this point, I'm gonna be left here with only Tommy. He is no prize."
1696087889,"neutral","haleyhipple","is looking forward to spending time with Mom today"
1963045239,"sadness","xKLx","feelin lonely now after spendin the last 50 hours with my friends"
1964783318,"fun","Scott_M_","football in the sun has owned me"
1957289252,"anger","crazy_erin","I tried to dye my hair and all i got was a blond chunk in the front middle part of my hair. Dang."
1751215033,"sadness","philgerb","wondering what misery looks like? look at the faces of all the cubs fans at miller park tonite. sorry chicago friends. tonights our night"
1957300222,"neutral","beesleybob","@HomeSwapperteam what is the point of your twit on bgt i must be one of the only people you havent found a swap for depite the promises"
1962227882,"worry","Echo_Park","I miss my site!!"
1965597918,"worry","Roxie22","If my phone dies I will die too!"
1957263978,"hate","Kaydeescrafts","I really need to sort out a bird table and some feeders - the robins and blue tits are being bullied"
1962165568,"neutral","chloooebartz","Is working allll weeekend"
1964544037,"neutral","JmeTheBabyMaker","@butterfly562 Not sure yet... they said we'll see"
1961096876,"boredom","MeganOgilvie","Youtube isn't working...and I wanted to watch Britains Got Talent.  I'm debating about having a pity party."
1964812079,"sadness","Nieves_Herrero","@sara_luna everything , I donï¿½t know how explain  simply itï¿½s patetic"
1752382743,"neutral","Rellz","Little bottle jus for me   http://mypict.me/FLC"
1962210271,"hate","Homsta","at f***** work  .... want somebody to come ???"
1696044896,"happiness","hiwendee","@LarryWalksFast Cool. That'd be fantastic!"
1694707163,"surprise","toriajane","Wolverine Was BOSS! Seriously, And Will.I.Am Was In It, What The Fuck ??"
1695249688,"worry","chrispetescia","@TechSmith whatever u want us to wear / stick / show off around DUMBO Brooklyn &amp; Manhattan"
1966177697,"sadness","stackielynn","already missing my biddy bops  home at mom's for the night watching my little bro and getting some rest for my birthday party tomorrow :-D"
1965092328,"neutral","SongoftheOss","@Applecored what I do now  anyhoo thanks for the *spank* :-O x"
1752088198,"happiness","caribb","Ok that mother fucking duet was hysterical LOL"
1751069422,"neutral","Theallmightybob","Hey the letter I sent finally came back today, ill stuff its contents in with the other letter and send it off to you tomorrow"
1964822059,"hate","Maryjane19","I was hoping to sleep in tomorrow ..I guess it's not happening  Stupid blood tests grrr.."
1753274982,"love","leilah","Happy Mother's Day to all the mums out there, old &amp; new."
1964743022,"neutral","AdamAtTheRoyals","Coco still out"
1693976941,"love","MAGGIECHICKEN","@cel_xox ur really smart"
1752941145,"happiness","matsrg","@natalietran I did really like that http://tinyurl.com/c63mhr reminds  a little of my favor hfw"
1753380911,"neutral","benfulghum","Driving home after an ok night  Iwish"
1694812603,"neutral","thibet","back to my interesting emails..."
1962931946,"worry","yesitsmeabby","@Xx_Elmo_xX awhh you alright ?"
1694727732,"fun","Karen230683","@graemeskelly LOL biking is manly"
1753516801,"fun","jaimeeashley","@ememcoolj your face makes people laugh. cause you're so ugly. so you're half-way there"
1962930200,"worry","thepodgineer","TweetDeck is acting really strange! Hum........ reinstall maybe. Update on the horizon? Or is it just another Adobe memory leak"
1752824165,"happiness","InvisibleBee","Twitter is useful in that it reminds people what they forgot to ask me about on a given day. It is also excellent for inspiration"
1963650172,"hate","kklinker","I hate that place!"
1958117453,"neutral","spudsies","@NikForsyth july 8th flight gets in, my mate here is on about goin hm early so am all"
1957095604,"neutral","Spigrrl","@eCheers Random has an a"
1693995655,"neutral","AgaSalim","http://tr.im/kp06 Surrealism in a cute way - Louis Votton &quot;Superflat Monogram&quot; - Takashi Murakami, Music by Fantastic Plastic Machine"
1752800392,"happiness","theblueskyman","@heidiheartshugs that's cool. Well if you need any more help regarding that, Google is your friend. Plenty of info on that!"
1965326394,"neutral","lucamacis","my right arm is burnt from the sun"
1957548511,"sadness","kobraman88","@xxsteebiexx lol i know i wld like to get a reply from seann william scott but he dont reply  and hes one of my favourite actors"
1750964507,"happiness","DiN0Z0RKRiSTY","1 surprise party today, 2 parties tomorrow.  FunFunFun! But, need to finish bug project. O_O"
1753216188,"sadness","cHuMeee","just got home! LET US ALL BE CONNECTED WITH GOD, CONSTANTLY!"
1696135117,"happiness","ReallyShecky","@cocosbutter its already good...I got to meet you!"
1962842926,"neutral","be_my_addiction","in computer class, photo booth doesn't  work"
1964889898,"relief","JessicaNewberry","Always get my hopes up too soon...we were soooo close"
1753548456,"happiness","jessa_hugz","@andyclemmensen have you seen the game on the website?! awesomness!!! go on msn!"
1960259597,"enthusiasm","vibhavsingh","Dubai!!! Still trying to settle down"
1752942329,"happiness","EnkeiViel","@JaybzS Hi! We get to try out new restos..so yea, it fuunn  Let's have dinner when you get back!"
1961093718,"sadness","Norma76","at work with a HUGE headache"
1957434995,"neutral","MissxMarisa","@tsarnick This year"
1695768091,"love","SummerAllYear23","@westwingjl good luck! It's not too bad, and if it is, it's curved grading so u might end up surprised"
1752382771,"neutral","shaniagowans","is watching the canucks"
1960949042,"sadness","_taylorday","Hicks are mean!"
1964644785,"sadness","_STFUalex","Whoa, I didn't mean to sleep for more than an hour"
1957647768,"happiness","simpsoid","Just got Skyfire (http://get.skyfire.com/).  Firts impressions, it looks good but it's a little too memory hungry for my ageing HTC TyTN"
1962006463,"sadness","spowell890","no luck in goin to forum.. im about the only person on earth not goin out"
1965448054,"sadness","jaleesie","so i got to my exam centre n they said we can't let u becuz of your sleeveless top! U cud BELIEVE that!? i had to go home"
1750962900,"surprise","MatchDotCom","@NewShoreline Ouch, give me a heads up so I'll know when to duck"
1962436364,"surprise","sarahsosincere","@hank1914 Hey, that link didn't work for me"
1964243861,"neutral","notashamed","Ugh 3 more hours"
1752618460,"neutral","dopeguhxfresh","@QueenofKong No need 2 apologize mama i respect you for that"
1753177939,"hate","Soultwin","And they are really censoring over at nin.com and I really hesitate to go over there are talk about this"
1965011929,"neutral","backformore","OMG... I just learned that the little girl who played Ducky in the very first Land Before Time movie was murdered at the age of 10. WTF?"
1753822900,"neutral","Karishmaababyy","@marysarahmusic Hey Mary! This Is My Twitter  (Karishmaa1) Luvv Youu ?"
1962846744,"worry","crazyduckme","Bought it.  Now I have to wait 2-3 weeks.   Boo."
1694568025,"neutral","MercedesCacho","Im cleaning out my closet!  ahhh..."
1957013149,"neutral","cheeseyy","@rlcpbiatch happy birthdayyy! hope you have an awesome day. didn't see you at next last night!"
1753819699,"worry","loubeejones","is looking at that person from a very different pov.  never thought i'd see this day arrive!"
1965870315,"surprise","13trini13","@mitchelmusso i waited for like an hour and i never got to talk to you"
1751142945,"enthusiasm","ArianaDebreuil","making more muffinsss, wheat jerm AANNNDD psyillium husk"
1966422459,"empty","ThomasPhotos","@brinathemodel  sa'weee"
1752225522,"happiness","allisonwannng","Korean music festival &lt;33 i miss you ): Hahaha sexy time ! (: &lt;3 Can't wait till SHINee ! LOL !"
1694790593,"happiness","yaquaholic","Ahh saved from mowing the lawn by the rain  Now I have plenty of time to go kayaking. Blessed are the rain gods!!"
1753449427,"happiness","breezers","?????????????????????YAY it works haha"
1960325505,"worry","stephrose","@kngibbard03 NOOOO!!!!! I'm so sorry"
1694457763,"neutral","stephaniechia","I am going to see how long I can do this for."
1966244564,"worry","katybatista","@nezua i want to comment but don't understand what you're saying"
1694457869,"surprise","shegwaskai","@vhcoffee And the first thing you did was get your twit on...."
1965879441,"sadness","_ashesandwine","@brighternoise really??"
1753384164,"happiness","MummaBear","@lrpw1302 hey ty for tip, wifi networking is one if my many talents  I'll get on it when I can be bothered LOL"
1965265589,"surprise","sickophantikmnd","@TheMrsH I saw an all red Audi on the highway. I sped uo to it hoping it was you. My loss"
1961529336,"sadness","MeredithRae","back to work"
1962244514,"sadness","ayekaygee","@eeks_ I wish you were here NOWWW!!! grrrrrrr"
1961039457,"worry","andaid","is sad to go to work cuz it's TermiNeda's last day...and little monkey's last day too"
1963213913,"worry","angelator147","STUPID!!!! my ipod is taking forever to load."
1963969551,"enthusiasm","KYChipMonck","is hitting the streets. 40 hours living with Lexington's homeless. No food...no bed...no problem. No Facebook or Twitter...  Pray for us."
1963815692,"neutral","Mhilton215","symphonic I"
1694345464,"neutral","paynetsystems","Twitter connected with FAcebook   http://twitter.com/paynetsystems &amp; http://tinyurl.com/dagmoq"
1963640875,"worry","ldrichel","Poor Lil J-Man has a fever. I can't wait to go home and hold the little man!"
1753533207,"neutral","efeinsch","About to Enjoy the Silence"
1966250700,"worry","brentonscowie","@kidkierain yeah, that does sound a bit bad man... i got fucking exam week this week"
1960864881,"neutral","brianisawesome","@aigulf"
1695693132,"love","buffyc","@The_GreenWizard ah ha! Cool, will look into that more closely when i get on a proper sized screen! Thanks"
1964319992,"neutral","cellojoe1","Left windows down a bit. Seats got pretty yet"
1963902889,"neutral","lildrumm3rgirl","I havent ben on here n a while...  sorry but im bac now so hit me hup"
1696085853,"neutral","ravegabe","@ravegabe If you do, I'm sure you'll enjoy"
1964724932,"worry","RadChadBadMad","I'm going to be without a computer for a few days"
1962600659,"enthusiasm","DankayyB","@TarQuianHesa Yeah they are! So stop making fun of me! I gotta get new ones"
1957515183,"worry","jatetenkins","squirrel! where? i hate squirrels"
1965068758,"neutral","WFeatherston","Working at hop city. Gotta miss baseball"
1694367368,"neutral","richardBarley","@darrenporter hehe...nice try"
1966161110,"happiness","e1underground","i have to be at work at 5 am  ... thanks to me ppl will be getting their freakin starbucks. peace out ppls!"
1964576546,"sadness","LedZepeatles","Last 3 days of school....I'm sad but happy but anxious....."
1753548620,"happiness","jessa_hugz","@andyclemmensen have you seen the game on the website?! awesomness!!! go on msn"
1751818835,"fun","anasmiles","@arielle_marie Justin Timberlake is sooo funny!!"
1753435713,"love","alanzeyes","@markparton just going through some of his tracks in iTunes and buying his awesome tracks I don't have. Loving it"
1695190387,"worry","BradyMucG","...is worried / hopeful that I cought giardia from the foam tonight"
1964750858,"worry","Laurzie91","Well that just sucks. Good way to make me feel bad"
1695962742,"neutral","Consuelovm","@romrod"
1694310898,"neutral","staceyrebecca","@giddygirlie well that does make me feel better about staying up even later to watch the daily show.  @raisinlike lay on the guilt again."
1962913514,"neutral","sfabsx","@JammyRabbins i wish you were playing at MY prom"
1753139080,"worry","faulko1","@pamjob yay  i'll do you a heart mk shout in a sec pam"
1965842070,"neutral","fixedd","@joyquality Yeah, but not always."
1752157633,"happiness","jesseflorig","Haha. Lacey just shutdown the livestream. Party time"
1695408426,"worry","etherjammer","@Arcania, in about two hours I'm setting out on a 600-mile drive home. Mostly I'm hoping it goes quickly."
1957461580,"neutral","supercopygurl","@stalyn Yeh I suppose, but its not the same you know? To me Henry isn't really a gunner any more"
1752699488,"neutral","nateritter","@auroraawakes That means you need to start."
1753310888,"neutral","lostintheforest","@pennydog nope! especially as you have just got them and they're still settling"
